Date,ADS.DE,ALV.DE,BAS.DE,BAYN.DE,BMW.DE,CBK.DE,CON.DE,DBK.DE,DTE.DE,MBG.DE,MUV2.DE,RWE.DE,SAP.DE,SIE.DE
1998-06-24,-0.003439882102739692,0.00762239368917311,0.01000399306541487,0.004489158093533007,0.00046409771503238835,0.011823493958807827,0.0035438115653858193,0.0033550697847422877,0.011464638109025952,0.021131012512510126,0.003464482267841652,-0.0027836460464008895,0.0012444287150042252,-0.04148201639606015
1998-06-25,-0.012115339882478144,-0.015015127191650648,0.012317713247101354,0.015802243382243578,0.020237827567925592,0.009287076457953387,-0.019365374307293355,0.010298814781400446,0.006036724898476563,0.017805724759895183,0.012051426561011578,0.024967881096939194,0.015109212054677005,-0.004503321646529899
1998-06-26,-0.017768557347128688,0.023314602137420204,0.0063951188365161254,0.007999225819742314,-0.004386741864910498,-0.014934402417305169,-0.015192336431432212,0.006622661892538516,-0.019645020403077747,-0.0017018345907139731,0.010194687397323026,-0.0009076205730509406,0.0009290067145014181,-0.01181488950474115
1998-06-29,0.007163017819724649,0.011284381841777835,0.0005751125154700447,0.013571588797356005,0.0005842071147405043,-0.008302139486478413,-0.010788527322164653,0.005893044559367635,-0.00020267442483280803,0.000843164028228541,0.015677266983683696,-0.017109226743501075,0.012930281692076266,0.016983371469863565
1998-06-30,-0.024695413285173138,-0.01578308385200163,-0.019468149197819473,-0.009573403364777414,-0.006557925479680603,-0.02971496315994038,0.005425283666499095,-0.012970334398071512,0.011213014108539992,-0.01955303175173974,-0.043423715851262985,-0.0523933801269166,-0.0027611497180805218,-0.012184157294578262
1998-07-01,0.005268045744843375,0.01344425041389764,0.0052327800700282985,0.015522870246357495,-0.008120147052386915,0.0030761162047620795,0.04651303722558374,0.0006549040249931186,0.00763852756056839,0.004249768478590029,0.008444090731955671,0.03619198256360539,-0.009172694965970916,-0.0027155138288569632
1998-07-02,-0.03749707858453713,0.0016464628188890384,0.011465815258069827,0.010526535883617875,-0.0030749643290188646,-0.009463118761457386,0.018537581616112016,-0.01623449383670412,0.010903635763096931,-0.0033483893722526504,-0.011125837769090815,-0.038769366449684664,-0.012962820768292568,-0.023071882299962727
1998-07-03,-0.020913381710616904,0.006169878654177468,0.018056715832861347,0.0020864888195775587,0.010954514344914545,0.017724105350962697,0.0008352169519837568,-0.009900515532841705,0.010700371949240004,0.020357997705481534,-0.005578631907866078,-0.029603320476733513,-0.00186970491512749,0.02175863389791224
1998-07-06,-0.016670188201148482,0.0,0.005587757850266367,0.0041663422159385986,0.020628203527023162,-0.01745036364357198,-0.02651260508607337,-0.009688441751762951,0.010637910995110517,-0.0128457183112653,-0.01709868761212761,0.008952027483095294,-0.00467205821268179,-0.028011440049207435
1998-07-07,-0.03305024046875737,-0.003874370039053046,0.0031084870166698596,-0.0032124258949699862,0.03597282016638221,-0.00868743762602314,-0.0016941826555422592,0.00033573137146597324,-0.006700387552677882,-0.00632742338183428,-0.012752291183602191,0.010786744137835466,-0.010238111285324295,-0.004666600405290836
1998-07-08,-0.01223424503384237,0.02357485160234142,0.00320994021284075,-0.011064242207856931,0.0035671781469466006,0.005925731232453548,0.012745213367538656,-0.012080378563009066,0.03548098877189447,0.007194391027820727,0.02873492049563976,-0.02359785726704376,-0.014113967536876465,-0.001436443973920048
1998-07-09,0.004577615653013347,0.028390398004451367,0.015384610339209237,-0.03144482951460106,-0.035518926323271166,-0.0025065070879121665,0.010081356750335762,-0.002027292811576742,-0.013541691611347785,-0.0054348393080229885,-0.006645116236489819,-0.005930296777303522,-0.023810863727359625,-0.00846917682905649
1998-07-10,0.02112841081068818,0.043712213714042776,-0.004349376443672694,-0.004240929772533404,0.02095310756135737,0.0002964639095596463,-0.01250092458819615,-0.006756972068114524,0.03565920129160731,-0.020856037687619955,0.028555520910720292,-0.03677708115810417,0.06847756043098328,0.03461211213893176
1998-07-13,0.022035918817858324,-0.00014667270210345486,0.016267786540901975,0.00010870806984781903,-0.012830223440368112,-0.002820892706953058,-0.0044010842493270265,-0.012202916548500253,0.027719567772440862,-0.008489507159620454,0.014133035381441122,0.020882241880965276,0.014978318191339702,0.0065651561973124025
1998-07-14,0.01697177392217837,-0.007670418331393033,-0.008594135478823295,0.013426711210509402,0.0034515604086391245,0.03046187959961117,0.015281613538530069,0.04958658387098264,-0.004524071145481777,0.008008990678329154,0.017608760280365787,0.01110173114674002,-0.0068693939393738995,0.016224688015069533
1998-07-15,0.004627826547830164,-0.02352758293832196,-0.0015069496936328062,-0.014521541373757113,0.0036060590564316475,0.0032857968687838085,-0.010831884694641181,0.010710374936074024,-0.002533695709618115,-0.02097866443641506,0.016490672215670195,-0.03384105898995574,0.02239585001958222,-0.0008744747914355231
1998-07-16,-0.01776329100490977,0.002245685880432179,-0.02778334544687848,-0.02449808342652325,0.0017132669263335927,-0.020712618168612765,-0.018580370397396698,-0.009999820288665941,-0.011272319081903657,-0.0074193205845878496,-0.029968833121612266,-0.009877741275440336,-0.0023602655159209638,0.17541105649805014
1998-07-17,0.0033314313067996483,0.009106161991015414,-0.005085615085240588,-0.006949290610499873,-0.0025297724110746643,0.01997174053055884,0.005026376968866462,0.01723561453917002,0.033932648458017925,-0.0022894161280298305,0.004936583311392419,0.012091262756386285,0.006712737628921062,0.03499998005966147
1998-07-20,-0.04138984727771797,0.012442986150460805,0.009402712977498642,0.00044415694284314624,-0.006227736065030251,0.020626660069650086,0.010001231846783072,0.0012641917327518338,0.016484509799822047,-0.012096676684708195,-0.003696882951914555,0.0034222322455238537,-0.003705208549323994,0.024716249673773342
1998-07-21,-0.006805549521427101,-0.018964832833821776,0.0012063558985766427,-0.004414669663781831,-0.023202305948577508,0.018814119402734152,-0.003280311814966424,0.00946326225084521,-0.011117053173881031,0.0,-0.010613823835489184,0.005351289872455953,0.049435681524238745,0.0504194707578245
1998-07-22,-0.035735899239029555,-0.01329195018478246,-0.02588028345502754,-0.022903966794614476,-0.01834934378291904,-0.018146633820109986,-0.027846306058520696,-0.021466089325035485,-0.05437136540963877,0.0211468900715118,-0.006182944243882886,0.0019520078543228164,0.012404750474031284,0.001472316952436183
1998-07-23,-0.024050717971314462,-0.011666844522258723,-0.024942435977471825,-0.002408842326495362,-0.06830244856354448,-0.02138916506161204,-0.01176454125807653,-0.0038801885165357214,-0.016346601527330886,0.01611159190027023,0.005404421811396072,-0.003927087902963132,-0.0044096423833035565,0.0037161078823376528
