Date,MC,SU,AIR,SAN,TTE,EL,DG,BN,ORA,EDEN
2014-04-16,-0.03148149560998989,0.007192207760961791,0.010176134506677528,0.004098356651125749,-0.002649011232669927,0.012499991963418295,-0.010457952144463807,0.0035655613808863278,-0.005811835939754357,0.012345726494988534
2014-04-17,-0.00533737674768183,0.007405388495433516,0.03637772943137829,0.002040765683684741,0.0033898800605179306,0.0036166662740006895,0.011680952344482633,-0.002607231162564755,0.004026376704989486,0.005446852116722246
2014-04-21,-0.007268501574036863,0.00027273108496507357,-0.01195813498083775,0.0,-0.000585810577110634,0.0,-0.004697350112028648,-0.0011882379503372206,0.011272707852450237,0.01157829981971049
2014-04-22,0.009615384615384713,-0.0024542225902492785,0.002259938795299801,0.00203246989626277,0.002628892974538869,-0.0009699279007927674,0.0012722590738246246,-0.009004763081219145,-0.01688215915152579,0.009542734582840127
2014-04-23,0.030279762497446783,0.0265171502857164,-0.005261228627804264,-0.00101939127972307,-0.008603148899567212,-0.004583358764648462,0.0034458187070984542,-0.011477707528003643,0.004389134279994074,-0.0019662266539180267
2014-04-24,0.028518535472728566,-0.01563328368701495,-0.006738989292282915,0.00408579795800694,-0.003055865552129792,0.0045985812686249175,-0.001984785263236144,0.001926718949096435,-0.011991276097997175,0.012375304699905016
2014-04-25,-0.026714861302706585,0.005965222332817615,-0.004174596157839863,-0.0030768956893529884,-0.0021850185367056174,0.0024993101022744513,0.01880992762355476,-0.013955722663243249,-0.019948245817008988,0.005192772874279564
2014-04-28,0.004838078031497068,0.0059124220939562105,-0.0284414097888138,0.006160207497603571,0.006645464841960645,-0.005257294685052119,-0.002482326251027826,0.00510696725566328,-0.010918637575673676,-0.02019605449601714
2014-04-29,-0.0018518235948350025,0.011428535758674923,-0.01162787774929898,-0.010080683538370046,-0.001703132956873218,0.011792431361383224,-0.008495567119227047,0.002641733469364143,-0.003401294344415665,0.008946337371072867
2014-04-30,-0.012639411056113112,-0.005411051062586329,0.016483519773920798,0.01014202687137069,0.0016872203677363526,-0.0017881328593524074,0.006958062354273361,0.009601479437256588,0.01137229544932485,-0.003523889951514286
2014-05-01,0.012499997290697961,0.009370136062175724,-0.006984877841612707,-0.0010000228881836184,-0.0005641877950136803,-0.0002769234637853655,-0.0010579714258922678,0.002856561627786274,0.0037579282911474436,0.009241077763720375
2014-05-02,0.010910493467259103,0.017067589691261067,0.0003906339348758748,-0.003012021371113616,0.0004258770337469457,0.017902837725994738,0.0042283595060599,0.002613489784772524,-0.015344306060935913,0.00903730983659745
2014-05-05,-0.009654668619957854,0.005115109226201662,0.01491955549115352,0.011201691829943853,0.011400927356897845,-0.009230801891722549,0.003527972619234267,-0.0030915844206617364,0.038102701234370547,0.0031128374058812442
2014-05-06,-0.0011333124320006928,0.01320803840160979,-0.014740149650658556,-0.0010100278376580438,-0.006471568269877109,-0.0017643492518937872,0.0022890870104287308,-0.0019069696578138836,-0.0015009008912292626,-0.011877374000441454
2014-05-07,0.012499997290697961,-0.004522620819755434,0.0023548420082016735,-1.374720537758329e-16,0.0022350002834778514,0.0006790202630669455,-0.0029861581368570422,-0.004711334290834331,0.006417518979343032,0.004097543111661442
2014-05-08,-0.02303972260870865,-0.01590902216397006,-0.010563323789376425,0.004970102880219459,0.0013769256133480496,-0.005021071167370871,0.00035274175475393725,0.01154027533735989,-0.0048652381776682395,-0.014294024955060994
2014-05-09,0.051526657817151725,-0.004121582912671699,0.015519351771644681,-0.0029970715244287383,-0.008033161027360342,-0.0004094278786856781,-0.0008804232480101459,0.004913458121494241,0.007694974193086113,0.009035534980384495
2014-05-12,0.012292124167155456,0.011073821019874898,0.04218749639112515,0.006018000434844939,-0.0019465989045156706,0.0017686701145302461,0.0026380181071318865,-0.002323946380707748,0.0013735922742426443,0.002697483343591699
2014-05-13,0.04019743882629992,0.004827200806978939,-0.023595544948062274,0.002988021223623078,-0.0015408406120188014,0.00831970284902522,-0.010526289019668303,0.006992965671084476,-0.014363887810587398,-0.011841079538914069
2014-05-14,-0.009488332242419534,0.0002528659914439561,-0.02726578213743155,0.0009911029465417766,-0.0008450244498395202,-0.002301938692725792,-0.004072950898963371,0.007156124508461102,-0.009040341683333286,-0.004052471742751282
2014-05-15,0.005172400638974973,-0.0010141253099079078,0.0,-0.011044142194372,-0.0069228295029705785,-0.003817297684002782,-0.012685418682951454,0.010555325048058532,-0.010222097530793731,0.001945495547713944
2014-05-16,0.0034305448637521486,-0.013224833718198664,-0.01233583272164845,0.001997952410795324,-0.0008443225535474967,-0.00013659296277235392,0.005421999405974613,0.004542392107239237,0.007848708810746003,0.0
2014-05-19,0.030949092877974534,0.001028203065839808,0.0036349011209986563,-0.003012021371113616,-0.00683972456650144,0.010787836268179045,0.0066510682146442264,0.005875696036655193,0.0074309654200935904,-0.0029046807311100043
2014-05-20,-0.009666697184244752,-0.00642508355128213,-0.022589808495741413,-0.0069513105209126486,-0.004668956276596235,-0.002026226237367595,-0.019354803425160622,-0.008764060087477505,0.0017562748723258421,-0.002128494769775509
2014-05-21,0.014834812418112908,0.005162543613243009,-0.006155171141291875,0.0009911029465417766,-0.002945395580344438,0.000134963380759592,0.0009148990972464887,0.005662572748245564,-0.014084493799404237,0.003082848607091583
2014-05-22,0.0029791511193440947,0.002571977144391156,0.0004127209686654801,0.003009000217422406,0.0014095293561264925,0.011067719864353514,-0.006097563895668132,-0.0027057216798252364,-0.00499997820172988,0.004419668297271284
2014-05-23,-0.008199409704056871,-0.004343336014212512,0.009852207106110605,0.0029969762522716226,0.00196711245258295,0.0009354495938976732,0.005774152293292569,0.0036076694443228307,0.022834329731147508,-0.0070799644808314955
2014-05-27,0.0036351820726878634,-0.013561989999012128,0.0016129401918515741,-0.002938269623810569,0.001410216738918613,0.008809445785370566,0.008779750075477167,-0.0060660957233782675,0.008858965488411334,0.0015244251477231692
2014-05-28,-0.003947333335215552,-0.0033670309779892577,-0.020514892049901066,0.0019627535414402124,0.002302542337431828,0.0035819087596039535,-0.009613687352178763,-0.008159541493082728,0.009473700272409466,-0.006870240455504025
2014-05-29,-0.0006568294667504337,-0.0012986814820920435,-0.005718929422645319,-0.0058880734458406055,0.0018664357583633754,0.005387696062159589,-0.007789283813203284,-0.007542917529662909,0.012465395457511718,0.0011424480725066197
2014-05-30,0.03623183307005734,0.0028631081622609855,-0.004506374888946295,0.0019608292291835075,-0.0025850971172764413,0.005643789098267538,0.0029839584222177452,-0.008523412220086112,0.015688983513273837,0.0028571719215030257
2014-06-02,-0.012314473909343811,0.006783154425068566,0.0036870197931375337,-0.004882831235591187,-0.0017099279860387964,0.001958244502179407,0.00948128486433952,0.011448600353820407,-0.01672800301806503,-0.00569366568380353
2014-06-03,0.03271329210328314,0.005977119152090389,-0.008602994091985538,0.003925413493640581,0.0017208534549076177,-0.000521320393292165,0.01365675293251843,0.009944543810190408,0.0068050618269116635,0.0009574729201792071
2014-06-04,0.004981315464904356,0.0069948307885216,0.02121457163521974,-0.0039215649608829615,-0.00853335758025705,0.0002615991945021302,0.003366979012607914,-0.00022929767568957634,0.0013568831800704953,-0.0003798036046643417
2014-06-05,0.007147282164547916,-0.001287742709242578,0.07761436495340313,0.005785961454083841,0.008753057669418744,0.002486517509564542,0.020881265974593718,-0.007098708557725585,0.020615093180329523,0.0022535010682584945
2014-06-06,0.01079908903946028,0.009011289205614892,0.02540766230455017,0.002819523684509934,0.0031091183445637193,-0.0016905706142118628,0.004155873220204259,0.008337231531751471,0.00264375158958861,-0.0024353890130003296
2014-06-09,0.021334864947979478,0.011444576969279129,0.011843067705510421,0.01992410236309464,0.002553920212861076,-0.0018267143888749204,-0.018603189334676612,0.005045891392258145,0.0,0.0026321340094075676
2014-06-10,-0.00507457220732276,0.004769041816799377,0.006952086885767223,0.008490490157991363,0.00527434225430506,-0.0002616990034277375,-0.014824395154437148,-0.000457085005547299,-0.010999997456868476,-0.01567691386354672
2014-06-11,-0.00030009407983745576,0.011709049024657825,-0.013878713382544983,-0.004721453259152663,-0.0011394649209216577,0.0022253982236365467,-0.009174334287215908,-0.012356943988123694,-0.0033886947032909878,-0.015109146876872244
2014-06-12,0.023005689563207518,0.01776586856961469,0.020841066187267013,-0.0018921007253339382,0.00439027837295202,-0.0005212524972746852,-0.005452773109031883,-0.005097332246788884,-0.014981291163936596,-0.002063027212699622
2014-06-13,-0.002048571804953704,0.019340915423481944,0.002914386939255231,-0.001886835570179397,-0.00041880190488828193,-0.0014360393282349144,0.008307027935005238,0.002093080035569994,-0.007920159859980647,-0.005075196501721846
2014-06-16,0.0002935502386985263,0.009116395530080694,0.005105739943796503,1.3039530389685715e-16,-0.0009791536846540348,-0.007323101211644012,0.013836273517631052,0.0,0.010416706679044969,-0.010457470897706204
2014-06-17,0.020805260296999407,-0.008137607249007138,0.014556027117667085,0.004803092360015,0.006094972169743341,-0.009347012809769718,0.007037648378304109,0.00490427836898409,-0.005862071596342916,-0.006198381304487365
2014-06-18,-0.02040223651766965,0.00023426245224250367,-0.014716433540197815,0.014367871478312996,0.003345490665051468,0.01048581037865058,0.0006515868370262556,0.004184088353181989,0.02146817372750023,0.012429376014648469
2014-06-19,0.004754824373159692,-0.006788410750016689,-0.0076446701755309545,-0.006517662599254429,-0.0032886473297381604,0.006180060124241155,-0.0022705058383861265,-0.006944403694443017,-0.01155284230588653,-0.005547393520714357
2014-06-20,0.01658280620965376,0.004211429186003026,0.0,-0.0009434177850897804,-0.0029964754316239212,-0.009803921568627461,0.013062431788677163,0.0011595791992718434,-0.005129945954323612,-0.012516110477785761
2014-06-23,0.03919275245425398,0.00653448317304479,-0.017531028376513966,0.0009452012243807902,0.00013529858486960043,-0.012145190349112886,-0.013755607870357366,0.0013918052951406878,-0.004804371742648968,-0.017317587469576498
2014-06-24,-0.019063541502240038,-0.0359879091721195,-0.006331473887474101,-0.008474590730483069,-0.012937993584316503,-0.004541864340275457,0.008995735076073055,-0.004863390264725726,-0.009681904768562868,-0.01777446980756361
2014-06-25,-0.010650625466474087,0.005301234233810237,0.016628894530681115,0.002873629104533602,-0.001229290247453703,0.007522804140616993,0.0003254223570062677,0.00116362707976916,-0.0017506735992825113,0.005160559238122149
2014-06-26,0.0,0.017745751804091117,0.007034451404944747,-0.003805895431201447,-0.003726147481062705,0.004578458498653063,0.0022749331746128067,0.004411403478618384,0.009483683325451265,-0.003019434654540365
2014-06-27,-0.037402170273964634,0.002819523684509805,0.024109849701488544,-0.0009643422364701642,0.0006929372322375851,0.0018774224248542626,-0.06674282366287637,0.015950044058053777,0.023442969841934988,0.006845419458205629
2014-06-30,0.008098394017035276,-0.0014054242333991123,0.0040072386136848406,0.0067632552892986884,0.00781682807600163,-0.009206068580472588,0.006315800181606342,0.004564099060926249,-0.012671261286506556,0.002830217469413255
2014-07-01,-0.0014859747248259125,0.0028148939450653742,0.01051101872326402,0.00667308389188586,-0.0010981720347338997,-0.004158808086748693,0.0024318115405692676,0.004995416877391089,0.01768378038084284,0.004324925553148984
2014-07-02,0.0026769826129451864,0.0048962249349748825,-0.023741002357016462,0.0009550405876309524,-0.0008289245768230902,-0.0037715353900018697,0.009202965408796839,-0.0013561942195940118,-0.0088736630820229,-0.008488634362982484
2014-07-03,-0.007085853892472405,0.0018605076989461563,0.014338212452545908,0.007575750049918821,0.00180626999045499,0.011877512839914282,0.0017206175267752326,-0.00970221235997958,-0.014041090297931833,0.0033626061886890446
2014-07-07,-0.02532783832049661,-0.0004700460193251862,-0.015607927758078125,0.003861000306814389,-0.001545603669827818,0.0008026429243310602,-0.00034620227921564094,0.0006827267852485837,-0.001736753831856044,0.00037708253051361746
2014-07-08,-0.04011021041220804,0.0007069414459231676,-0.02840281963954135,-0.008780502691501534,-0.007895073398905564,-0.006439540529085176,-0.00416662968971012,-0.0006832546357061595,-0.015701352593694675,-0.011344270770374167
2014-07-09,-0.017828700052939427,0.008250879394770594,-0.007532913798040562,0.01167314092180418,0.0025721677127919064,0.006334248517974535,-0.0020815740399965452,-0.002724889745115387,0.00460669990355788,0.0023033157408178097
2014-07-10,-0.002931600988640335,0.013189429904024231,0.017891910081751127,0.01635990304505879,0.0031962983415739733,0.00905168641888361,0.003850213914125104,0.007305942595584802,0.005722523605145548,-0.00038881139769877764
2014-07-11,-0.013020821206736975,-0.02114515054459354,-0.013001918070658897,0.004040400342860384,-0.0015919046712101178,-0.002143097431839178,-0.011316116412290435,-0.00884555849496142,-0.01783166846200494,0.006967304492144044
2014-07-14,-0.004255291784390588,0.008431758683950547,0.003462876236263135,0.000996038737035081,-0.002441910250401316,0.004664780485344677,-0.0056179722606675,0.0018239870062522125,-0.010842039618119408,-0.004188033716318441
2014-07-15,0.009558306088339798,-0.008676803947646161,-0.016494066367831635,-0.003012021371113633,-0.01637450873544075,0.00557702578615897,-0.007628176571288834,0.005246362572391414,-0.0043748026940691204,-0.0017211732838422079
2014-07-16,-0.0012957860200803117,0.0036162374043946445,0.08394584310526684,-0.0009940584954981578,-0.005507206571274852,-0.008837860315553588,-0.008740664760316022,0.016326544839338736,0.0072621223290540915,0.0026717439994596564
2014-07-17,-0.006824861511118538,-0.01625239729196609,-0.016493334332713782,-0.0130916526128563,-0.01533698500178673,-0.009704910197909866,-0.01627194907851723,-0.010939944223131073,-0.0007254427996032352,-0.007285296572601213
2014-07-18,0.033837015808999935,0.00507866764012946,0.005852225549346457,0.004040400342860384,0.005906696967935216,0.01861024694354341,0.016126096262351716,0.005866415778225103,0.010549324042993559,0.007559592721359447
2014-07-21,0.04317462255084333,0.0012040224711671464,0.022279058767308013,0.0030456580517122392,-0.0020679379019097016,-0.0014563830548043834,-0.00216409251999448,-0.004489371860222729,-0.003256156098961271,0.0003876809014249247
2014-07-22,0.014488364828285074,0.003349267756070024,-0.014967928876966533,0.007021032392116538,0.003774711768263942,0.0063357406811571215,-0.006309758087543198,0.0027039534913680424,-0.003982643266082387,-0.0011525426759170876
2014-07-23,0.010733470498651644,0.014343735306166058,0.0010854083685958003,-0.002991000375859861,-0.005175397110218593,-0.0034120015386947386,0.01490908536044036,0.0008970931412261435,-0.011317980023743304,-0.0019271242107788472
2014-07-24,0.012591516426432003,-0.0016532757338674762,-0.013038775892550708,0.0,0.00014342036904005235,-0.002365523517466956,0.004841320701945395,-0.0038014267984125935,-0.005150823696708229,0.011270925794277737
2014-07-25,-0.01886238329804603,-0.0009487883223937343,-0.0018567079035483284,-0.003898631672582974,-0.005206082464319729,0.0009259219078976738,-0.005187851656731875,0.003599492361703659,-0.015991086460987992,-0.0028867920289565125
2014-07-28,-0.008388333883596012,-0.0016658661128425552,0.0007437879590049859,-0.0009833066673367696,-0.0004325559680460795,-0.011477608331862222,0.0327137948176416,0.00044837570656057273,0.017006832143222617,0.0040643101724771235
2014-07-29,-0.015329189336138301,-0.0059780010001037566,0.0026022191753489517,-0.007827780980020719,-0.006725724238428151,-0.00654377513010879,0.005736817888619088,-0.004480320733524953,-0.015140319371020143,-0.001928312526830148
2014-07-30,0.03241452783787313,0.004798482760918307,-0.0022091114241334637,-0.0009708959899661212,-0.019570362698232563,-0.002685706651782939,0.009226409725555705,0.012156773321346584,-0.023853872212759697,-0.000192868031483812
2014-07-31,0.010382743943163568,-0.005328196072293975,0.008245851230811785,-0.00894633686221247,-0.012553577750386749,-0.007565490191713097,-0.017958785670114503,-0.005124789313816449,-0.008076887864332881,-0.009071631118416058
2014-08-01,-0.002051573769505713,-0.023592998694340263,-0.003340762836070235,-0.008016024787124168,-0.0023130536531741634,0.005170838125712242,0.008316743320400354,-0.009387505925207694,-0.006614788764484868,-0.005900850435880136
2014-08-04,-0.004371947533516465,0.02163523548054243,-0.009293680429191818,0.0,0.005991811967823607,-0.0001347451943707628,0.0025102992379292593,0.007897095822687938,0.0039001709769969214,0.006932035303741399
2014-08-05,-0.01107874858797808,-0.019178092864264622,0.01745064771705711,-0.019387809220376057,-0.009835552368987532,-0.0029661753557282343,0.041073728390110496,-0.0072055905083439524,0.0015563815949916247,0.006552780229506006
2014-08-06,0.003546067711101553,-0.00025473430657831786,0.01617150442678469,0.006256461416863681,0.009334139475969266,0.003649199625036776,0.0005215121611464969,0.013664294304211226,-0.006797284075896424,0.011283448449359676
2014-08-07,-0.010532492894596297,-0.011421338718575412,-0.01473295116576243,-0.01867223016236296,-0.013908049180268594,-0.019424039490930977,-0.002248764314600018,0.0,-0.013417527645640718,-0.0044364029043392796
2014-08-08,0.009798040776938681,0.008491971466143515,0.01982051949072799,0.0093749161809716,0.0016933591733661634,0.013384262649560975,0.001898526285101717,0.004695851784517109,0.02203530306823334,0.004066709265929126
2014-08-11,-0.016166211560647306,0.0012664447223981075,0.017097101392059295,0.0,0.0010757598763258222,0.01220007650874629,-0.008456987838858065,0.039198191749922,0.01531218325524582,0.006841049242828621
2014-08-12,0.008542000265399528,-0.01243659034238748,-0.032223401671910956,0.0,0.0014061927795411121,0.0015947208848111516,-0.0024420582570061486,-0.00021426337661056656,0.006223327905809691,0.001992795406794278
2014-08-13,0.01711633686376341,-0.01226365737663433,-0.0007361228453260653,-0.0010309514513891166,0.0021779619213920416,-0.004899299968672338,-0.0038441590505476136,0.00768571675647685,0.009255679455979783,0.00019747820111144578
2014-08-14,-0.007403141498878449,-0.006971351948228803,-0.004413418053563089,-0.0020618045858364995,-0.003421480719465005,0.007031959134708989,0.011004385469261744,-0.0023197338203541787,0.013761491301659047,-0.0007911573267573801
2014-08-15,-0.0025677647516958576,0.01912643330920008,-0.0010969172295087755,-0.012244886043219974,-0.010387568510780156,0.009544024355809639,-0.003814168161219384,0.0018978709745736293,-0.016460854255299907,-0.012382096204593717
2014-08-18,-0.005986399321792926,-0.00784019641156051,-0.0007230823526393137,0.0010277728008543576,0.0032926137220009484,-0.0013005394058380403,0.0021874904632568095,0.0018876350908501834,0.0022632767040497827,0.013783432037161853
2014-08-19,-0.01772438364775138,0.0033010982704931597,-0.002534453296374136,-0.002051329001402214,0.00593282178473735,-0.00039127142315542314,-0.013955617010297114,0.0010452289542965002,0.020323708006384892,0.004532903717540432
2014-08-20,-0.02418409160075238,0.0037860052984046667,-0.016727239435369266,0.005186642663885292,0.008811980802738397,0.003932918937581918,0.005836865995382646,0.0012532044014116764,0.0003694210932610062,-0.00019685368943378657
2014-08-21,0.019155923153887987,0.0012527997306867056,0.0018443096988148644,0.004085797958006918,0.006202535883531592,-0.003657823612392063,0.009362109620791129,0.002501072418125159,0.004434620901764254,0.0029446707876480144
2014-08-22,-0.0008797296375142872,0.004504512244739328,0.0036859706805424616,-0.003067457442769983,-0.005319091796467014,-0.0006549046995233466,0.001415319269884034,-0.0014529491430857976,-0.005143254709038491,0.00039324533078363764
2014-08-25,0.0002922038084787578,0.0049825801190976566,-0.005843676125504616,0.008130073421291075,0.01276860291556438,0.005339980055065131,-0.0015624761581421339,0.0014590057492403692,0.0011045908252597181,0.002946909758055147
2014-08-26,0.01541142159648902,-0.006160670002944174,0.00883977069945751,0.0,0.005647172856215035,0.0011665111615121351,-0.004856671853332089,-0.0008325510511391716,0.002209925111801186,0.00950494143042244
