Date,0700.HK,0941.HK,0857.HK,0005.HK,2628.HK,0883.HK,1211.HK,0386.HK,2899.HK,0981.HK,0388.HK,2388.HK,0267.HK,0762.HK,0016.HK,0669.HK,0011.HK,1109.HK,0002.HK,0066.HK,0001.HK,0027.HK,0688.HK,1038.HK,0992.HK,0003.HK,0006.HK,0012.HK,0836.HK,0291.HK,0316.HK,0322.HK,2319.HK,2688.HK,0241.HK,1177.HK,1093.HK,0101.HK,1044.HK
2004-06-16,-0.051429164691542635,-0.010845987343810459,-0.027397298750229507,-0.004273504273504303,-0.027173913606849252,-0.007462644077774981,-0.018000004638672157,-0.025641335381401988,0.009802299112367688,-0.011428615025111607,0.0,-0.0037878932922232825,-0.010526253966249613,-0.008130112188539188,-0.01544401544401546,-0.024390259031121308,0.0025188916876575243,-0.010638287753851533,-0.002352905273437528,-0.02941171756429332,-0.02127661120824336,-0.013333320617675715,-0.015625259455574875,0.0,-0.022988484327568084,0.0,-0.0059171824690504434,-0.0030394838029202524,0.01775147860993145,-0.020512686960481075,-0.04405286195552131,0.0,0.0,-0.01234572552595136,-0.03529415312110247,-0.010873383428067193,1.5556821481080723e-16,-0.004854387360093527,0.01204838606173395
2004-06-17,0.018072482968849564,-0.00437638423633568,-0.02797206761324064,0.0,-0.022598955290241363,-0.015037579428341897,-0.08163271494480001,-0.026315680721315377,-0.019416723997166586,-0.03468199425325754,-0.01910829263563568,-0.011450425025694634,-0.029100515433211422,-0.01639342724524056,0.0,0.0,0.0,-0.010752677834782504,-0.002352905273437528,0.017316000516222653,-0.013043450817430535,0.013888875091517847,-0.016393713281905916,-0.015706865885732106,-0.023255901635817564,0.0,-0.00297614519828363,-0.01834855815626233,-0.04597709103901559,-0.026041605691612155,-0.04838714781072437,-0.01234572552595136,0.0054645019474759025,-0.0429447170769963,-0.02439022085483674,-0.021735779250809373,-0.029268301397050445,-0.019512176513671993,-0.012048088966846676
2004-06-18,-0.04166673081073691,-0.002232108835358365,-0.01449273960151193,-0.008658008658008602,0.0,-0.030769201425405575,-0.024444434422621335,-0.018348359848829193,-0.03999845218411199,0.02499997615814209,0.0,-0.011810993762444105,-0.008241764257622682,-0.025423744566582165,0.0,-0.013215909001155988,0.0,0.0,-0.011792452405805268,-0.012931083385497661,-0.01793721329122438,0.028571486959653003,-0.016948499353910514,-0.03733337402343762,-0.012195052453833252,-0.011764653359183377,-0.014970059196332411,-0.018927492879296688,-0.03636381292499785,-0.005494469679668916,0.053140020945820064,-0.010101000370632494,0.011049660297000484,-0.1153846247896874,-0.07594936804365715,0.0,-0.045226144524546694,-0.005050428180518477,0.012499891346837383
2004-06-21,-0.024390118895935554,-0.019823821489650922,-0.007352969019469945,-0.004329004329004441,0.01775154740715135,0.007812455180101596,0.03167425266430934,-0.018518705590451677,0.02083249359082446,0.0,-0.026143827922748452,-0.031250044237821614,-0.021621601243441705,-0.017094001070560663,-0.02399999999999999,-0.004405303000385278,-0.012500000000000008,0.010869554654186436,0.007142838977632081,-0.012875504158101935,-0.004545477041701784,0.041666625274553885,-0.016948499353910514,-0.02702702702702703,-0.024096362008327734,-0.019607885003549645,-0.020895545162371795,0.0032154025718918646,0.0,-0.016042786700453844,-0.024999965320933966,-0.03500002622604366,0.0216216010016364,-0.04225348139821281,-0.013333320617675781,0.0,0.010471590980922941,0.0,0.006097417584482921
2004-06-22,0.0,0.0,0.0,-0.004329004329004441,0.0,0.0,0.0,0.0,1.238507232172958e-16,0.0,0.0,0.0,0.0,-1.3093208076870838e-16,0.0,0.0,0.0,0.0,0.0,1.349912872527683e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-23,0.09259229103615879,0.0,-0.007352969019469945,-0.004366812227074255,0.023121476503999726,0.0,-0.008620812868815287,-0.00943411784313892,0.020407357447591718,0.0,-0.003378391222330295,-0.016064241954148416,0.0027623594695997313,1.2980336230580803e-16,-0.01626016260162602,0.008810521976604698,0.0025445292620864496,-0.010752677834782504,-0.007092180673084013,-0.004347842672596714,0.004587178874219674,0.0,0.0,-1.1110587085576568e-16,0.012345607788386875,0.003968170568480674,-0.006060629179983357,0.009615409816145335,0.02531649770768033,-0.010810851554672284,0.034965033721389115,0.0,0.07936508096695118,0.01470586791583037,0.0,0.0,0.012500160217382953,0.015228387078284627,0.04848503035821551
2004-06-24,-0.0055863120869206785,0.0379464462475512,0.03623188355719687,0.017467248908296932,0.011173227217972228,0.007575786584446472,-0.010775977034700719,0.0373830931063081,0.07000090336943922,0.005813864516596927,0.026936000555892518,0.03212856050864458,0.027322461494436272,0.06837608579286907,0.03265306122448976,-0.004347842672596812,0.010152284263959397,0.03225803350434722,0.014285677955264257,0.017316000516222653,0.031818145206642154,0.012987000923330176,0.04237360465565634,0.018666687011718742,0.03658538996499678,0.02371530985261967,0.0,0.01875004936485431,0.03048788503176345,0.02173910092700741,0.0022371022911481463,0.0,0.009900933071139068,0.0281690547589725,0.0,0.0,0.02439054889676686,0.01970450940454443,0.09248553792774038
2004-06-25,-0.01676001990142192,-0.002136719567335059,0.0,0.004310344827586238,0.0,0.00740743566442423,0.021786490482597443,0.018017755391800797,-0.03703773119814475,-0.011560628000628874,-0.01294497163328115,0.0155641870294063,0.010666710027708581,1.204575302259172e-16,0.0,0.0,0.005037783375314901,0.010416719053562676,-0.0023419739351656587,0.0,0.004424800914660508,-0.012820501064172252,-0.041322082787551354,-0.010416705989173755,0.011764750761144195,0.0038912264438021,-0.006042204152926399,-0.00308650402169009,0.0,-0.010526356146736872,0.0044643028202109285,0.005181404116228811,0.009803959150949388,-0.013605429378242603,-0.012987000923330156,0.0,0.02409580079533978,0.0,0.03703705250017473
2004-06-28,-0.01704563280373414,0.017353645948750062,0.0,0.008620689655172419,0.011049660297000531,-0.00735296901946992,-0.014768105400116784,1.5531825371604525e-16,0.009709577240832112,0.005917182469050446,0.026229483182312958,0.0038461685180664028,-0.018420996880278723,0.008130034654043071,0.015873015873015872,-0.02978726650806182,0.0,0.010416719053562676,0.0,-0.004255335381690544,0.01327430827769353,0.0,0.025210510750253955,-0.028645891799692524,-0.011764750761144428,0.0,-0.009118633369114882,0.01846158772673701,0.005916968000657359,0.0,0.008810521976604818,-0.0206185978775831,-0.019230751596258262,-0.062068939208984465,-0.02597400184666031,0.010530008662579114,0.04761875697544638,-0.009756134777534231,0.04787221205204015
2004-06-29,0.00581358719065085,-0.004310361128499176,-0.013888876011341837,-0.004291845493562227,0.0,-0.007575714336391241,-0.027659626309291457,-0.017391589332442732,0.019419085039249894,-0.023529389325310204,0.0031949004443208124,-0.0038168083418981986,-0.013369064020595322,-0.008196674537606773,-0.015686274509803852,0.01315794537052182,-0.00251256281407042,-0.0206185978775832,-0.002358544462724228,-0.012875504158101935,0.0,0.0,0.04032327180710443,-0.007999979654947873,0.0,-0.00393686108097079,-0.012121258359966915,-0.01212120597760389,0.029411845349838383,-0.005376197296571422,0.002197768662001995,0.0,0.0,0.0,-0.013513500451867638,-0.020840565984805378,0.0,-0.01477828809534421,0.0
