Date,0101.HK,1038.HK,1044.HK,1109.HK,0011.HK,0012.HK,0016.HK,0001.HK,0267.HK,0027.HK,0291.HK,0002.HK,0322.HK,0003.HK,0005.HK,0688.HK,0006.HK,0941.HK
2000-01,-0.17794726300718028,-0.07244877906295968,0.04953164889598193,-0.11102361779856744,-0.15945239391380114,-0.14133302361644953,-0.17336754691228878,-0.04804389481919546,-0.04053237373908544,0.1590678688270413,-0.10605852016584516,-0.043528616863370825,-0.019214508055270457,-0.06123609197844055,-0.1216138469997359,-0.03836987138754728,0.010241745724442943,-0.18922839865850075
2000-02,-0.15546768791376636,-0.25286754231403735,-0.06442337476473402,-0.2926098804957915,-0.09322947309341859,-0.23146573410418236,0.009180211678709558,0.04747786338887154,0.14960414308520656,0.1855146666977759,-0.30502142295159074,-0.006050816519751519,-0.0957747715778497,-0.11883313495976101,0.022589472265085696,-0.43634681012612464,-0.024466811788245047,-0.06388202278324832
2000-03,0.293797566190357,0.10871350833516996,-0.11742031793785458,-0.09400156377413325,-0.059142869733704063,0.11678394329122671,-0.05221168567992669,0.013799051859629492,0.21641427061160592,0.1565504682059093,-0.03240165064959498,0.020820306670606196,0.5940236317849495,-0.031653146360800175,-0.010061430722989692,-0.14025321826918466,-0.008360738954271635,-0.05468952208160244
2000-04,0.3618662822438905,-0.14155438620322655,-0.04668082796442794,0.06797669299156738,0.1036766195316876,0.007942491514638566,-0.03221192065055686,-0.17859754852604354,-0.2766263693562499,-0.06937058223602593,-0.09065696069094976,0.03597724621546584,0.058460364742919844,-0.09181788371896035,-0.11033489661235804,0.009624724864214396,0.08186530038215573,-0.09415500907079369
2000-05,-0.0728739426645946,0.10284107864010214,-0.046789467464246934,-0.021820364371544505,-0.04880746300025232,-0.09899711631957803,-0.2725429893579703,-0.1454911867796573,0.044140479357037195,-0.14195488403807663,-0.17875499655024413,0.09559396898897826,0.12443523207051922,-0.07711690457863593,-0.025296877241580095,0.019413835247729994,0.1772756179700156,0.12993991680481348
2000-06,0.2428634167555228,-0.0657297336131098,0.011357833119893787,0.33782297104106274,0.12702637778457856,0.05134287764909252,0.14157894749162653,0.06823649955004335,0.07321872411957095,0.015541585111405498,0.039337365074211435,-0.04773316640934058,0.05643317716892112,-0.09277592707326272,0.004952262595594881,0.09537184299671071,-0.0614848530045609,0.15458678903770495
2000-07,0.29678134801085115,-0.06080662505504473,0.08415066261140416,0.0919685612738858,0.02856117171958335,-0.03664230389977997,-0.059882332617498944,0.028580414698141154,-0.023028195122795185,0.021863162060582177,0.1591375351678711,-0.04681049477479502,0.49417701522233304,0.0224608128950311,0.06358457380774546,0.010017572075643012,-0.04008407957963414,-0.13104203767423417
2000-08,0.04106340849173702,-0.03469344010497159,-0.04582081596919373,-0.07628208562456301,-0.03557354256642724,0.17351696976155426,0.1453256199771417,0.03978570311175104,-0.17786299040332704,0.16964346177513176,-0.14743068301648607,-0.058023837891102895,0.31856597738655607,0.048886196981777284,0.008332036082058276,-0.054469554086919406,0.01036595081593644,-0.1275534185929828
2000-09,0.11218188995769665,-0.01497109782866921,-0.008314404130710263,0.08982056438426658,0.0336867599081357,-0.050615787778557325,0.005070030562760085,-0.03911495334134041,-0.08971910989057272,0.017981608427174358,-0.23801585428939454,0.01856242989609295,0.19990305272567785,0.05769063006951958,-0.05268701944554209,0.026465700465203048,-0.010268267931744662,-0.01387022719364167
2000-10,0.15721018237629214,-0.06435756917291152,0.011227817697680312,-0.07571226424194197,0.1327649569103315,-0.05626639110724321,-0.04122625450417683,-0.03024187594910444,-0.07390382610923163,0.1800307129823288,-0.05770955959018327,-0.022485865284333467,0.061009575276562554,0.032250853380709724,-0.04531232320742622,0.23643265649231845,0.04195876009898453,-0.022526075342442844
2000-11,-0.7529634828939487,-0.04721577416062588,0.02969479109002932,0.045057216175099564,0.033941580716813295,-0.03960158359298204,-0.0684165576557995,0.06907252418474219,-0.10659148779076606,0.10628151232784466,0.05923521023241673,-0.008308464411340992,0.0374942274869981,0.04768815148276797,0.012344715265514618,0.011948123751136075,0.05719517974302274,0.012174499703254293
2000-12,0.3204314537368237,0.08463428272070549,-0.11523077015832962,0.10934186158875482,0.20503552831939173,0.3319379165798179,0.26717742750207474,0.12290672068340039,-0.010901338035352197,0.10323189843750319,0.14125125306756886,0.06066928839768198,-0.055654989477027864,0.17410815204501953,0.13348213878941959,0.1867590912775285,0.09458341363905748,-0.07476513641276948
2001-01,0.06219970192608038,-0.03588689601346245,-0.0954270757727501,-0.005971261641527757,-0.06546745444404356,0.025043294979926807,-0.020865958490541545,0.007307840034391812,0.06366671399133358,0.059635559034745815,0.06290988432229846,-0.07713319104236507,-0.1106694946300655,-0.10000882724083185,-0.005489849671323641,0.03262237144322577,-0.05393480357193612,0.0773913782231895
2001-02,0.041771300813128145,0.13468293147147578,-0.060844403817771155,0.046859824150636,-0.07595092996260544,0.1968811019679231,0.1095198122014034,-0.021842455795006394,-0.025045284339187054,0.11765120123091191,0.1759166608256822,0.138086634716144,0.18072549079565645,0.09072899066419048,0.008896727493725911,-0.03691251902581788,0.06583584601578081,-0.04802343731732098
2001-03,-0.07029502968752634,-0.030781519856765947,-0.09147384226481245,-0.056271019087673624,0.07887208933662088,-0.0876480245667909,-0.07456364689985265,-0.008913272768538141,-0.12484852127830343,-0.08510431063409074,-0.06025082159139656,0.04348813113069977,0.47507368917773685,0.013004605454336356,0.0067386355803141255,0.005337363168089752,-0.07019913074456657,-0.09280814440862001
2001-04,-0.1626706601842893,-0.0067339609300795175,-0.03839136252013062,0.0861659713307688,-0.020423514098866474,-0.1808989846288665,-0.13786089444495328,0.004710104733899626,-0.040707265730384815,-0.06982500338428943,-0.014078873867579349,-0.060965957197762335,-0.05099834652656106,-0.10444087064230671,-0.0076488123134148284,0.18771109604421093,-0.02313094469504284,-0.04225096998244277
2001-05,0.16924953417435104,-0.029265477390706618,0.014225361711213299,-0.11393575466952852,-0.07248415161082032,0.00069063115878437,-0.013169103341115138,-0.007005642778582619,0.12985551568253265,0.0525857385227303,0.10365510631010819,-0.03588629679910651,-0.1112360309611232,-0.0906097931661316,-0.02062767503174227,0.2634933731708441,-0.017151942296762247,0.08216163272160434
2001-06,0.09987257476219058,0.11684907444332332,-0.0011907845772213051,-0.091915524809279,-0.1128423105641247,-0.08328694178459464,-0.06387789501606181,-0.034037976061947674,0.002930986861114603,0.07687986999390599,0.0956454736617545,-0.0027980357186844847,0.02644926931221772,-0.06627913503931249,-0.061455263143511775,-0.14617699501782544,0.08189571375112187,0.1358331158565372
2001-07,0.08228519458491768,-0.0054757850026531715,-0.02888269012786446,-0.13645723917429575,0.11968778458209474,0.05509880181550709,0.02972407613050173,-0.0656079483270124,-0.08866685703930562,0.019554702069348152,-0.08779492737001617,0.00013846589509827019,-0.1865360448236374,-0.09437599291385733,-0.034264624382899095,0.03412682609729707,-0.0630378486852279,-0.031036164393282085
2001-08,-0.04506360892435744,0.09804862195816615,-0.005610643302488757,-0.14425528073892632,0.055250506612573205,-0.013335437385565228,0.05615424775825532,-0.03378311793851223,-0.127971716859086,-0.16382494078508505,-0.1766603059026892,0.041652269733603094,-0.10812848835445896,-0.1113475377616376,-0.018950229733074662,0.01835258635259497,0.047660862107156046,-0.20014375099934234
2001-09,-0.07754109131141522,0.06771414329937485,0.010635255983403287,0.08805230006825054,0.04418461489758948,-0.19475396329774686,-0.22280637034848916,-0.05115787254955014,-0.04293534212879127,0.15382548567975848,-0.11263441486596512,0.06171687070723397,-0.07435546799345902,0.07549962373029448,0.00715917221773848,-0.2580255370600383,0.03114478660875603,0.2067592293321458
2001-10,0.17464700224355936,-0.06517063945647918,-0.00613389102620365,0.04630000894761202,-0.04790317680794632,-0.0626051048988273,-0.08421928284467566,0.1289092083985297,0.03555263449294801,-0.11491595872745294,0.035706819716089765,-0.034708780546956655,0.05707839291785719,-0.040655357236307976,0.007685838749585877,0.17445259168985003,-0.05301554009521976,0.017665767479321207
2001-11,0.04441810462309229,-0.007292399516271554,0.19655079771357675,-0.2239189454361655,0.03763015877519312,0.05348207291539382,0.16235976385585082,0.05213931032966622,0.0015660506716267328,-0.024809660917681685,-0.057322869710638234,0.014950812083800218,0.09254553312044939,-0.015430709885999191,0.060107282827148535,0.057840473284169525,-0.06416702815775868,0.06775748348858572
2001-12,-0.05283505803497141,-0.024209034489416716,0.05993874643343057,-0.16704264463840618,0.018227539159226126,0.17178873862412752,0.024427973318734992,0.04209943648543826,-0.043432258937349644,0.33131359172153296,-0.05264819438759697,-9.816984765969332e-06,0.03938199194512499,-0.0101258437060995,-0.010992613340133663,0.025583633999916457,-0.01578452295381242,0.008191060095213826
2002-01,0.08530122869230171,0.008735881279488754,0.19327444932026894,0.18314506893797117,0.05050973619161657,-0.01851689694221466,0.060700949388541,0.001456582329686657,-0.05602086152695809,-0.10463598703944735,0.056538826853342654,0.018744217118410643,-0.024066504055725996,0.058443320623985634,0.02216218158706073,0.041131149478562556,-0.04846611088051163,-0.14456432364677016
2002-02,-0.09456860412832213,0.0007074211987947543,0.037022629887558896,-0.09859364103491597,-0.040203423168084354,-0.08711981839315386,-0.1431444013038791,-0.1668439861936238,-0.032555891944599374,0.2507853520785896,-0.053524668111540705,0.009792329321413397,-0.033732000139424484,0.11815738878447064,0.03459761973354562,-0.010841608641338032,-0.007989078414675024,-0.017436846433951592
2002-03,-0.1181639653898078,-0.004034688480569137,0.027521509524272198,-0.05446562778138768,0.022856328056109352,0.05745069129531522,0.026420287810934917,0.025775712486085525,0.028177997160491356,-0.125562535321028,-0.05896137594566999,-0.019127281849900493,0.24751644055794217,0.017830121323513914,0.030476481401925947,-0.06123791208519504,-0.07204583747255118,0.014447594336008625
2002-04,0.15392674247668717,-0.023686828377142394,0.11128573243883891,-0.14427518036138431,0.0374651604360252,0.17364822361377455,0.11864307522604797,0.07309866132635429,0.005073861391970204,0.07010640259443528,0.026640213525050027,-0.0460080865622924,0.19817840745966522,-0.016058265011287067,0.02489534292225931,0.0792986227372955,-0.025181917137002026,0.05619488545128521
2002-05,-0.07919750351862186,-0.004214541025776562,0.1236885985961714,-0.052981039080925114,-0.08698269128359425,-0.16604473637713554,-0.16677098113218303,-0.1016159157918274,0.04338383404067504,-0.0008470895434216271,0.12670325335582458,0.02216980758413332,0.3628523310871979,0.0375342106092861,0.01191655946349929,0.011277023337377567,-0.04450328983396918,-0.09344673705969869
2002-06,-0.03846412851054774,-0.010666338961197577,-0.18439434003574015,-0.12393226622590867,-0.03769942621689299,-0.014835071178396062,-0.02027520248179174,-0.09498422043682979,-0.07493201883998837,0.06763311668100283,0.005425797202143612,-0.0726020857620437,0.20976272086753847,-0.009065263081098139,-0.01604818589584291,-0.08450268385289385,-0.06660960534377601,-0.026504471183874532
2002-07,-0.03964355404884118,-0.0034827103131830225,-0.3083559537215432,-0.2554929895635969,-1.3525556332904083e-05,-0.009621481495128766,0.03848393432802206,-0.059667825261408194,0.07792366492748128,0.09267105962959873,-0.048330384936427086,0.006550193710625789,-0.009504434948802678,0.02006282714097398,0.08611653922031973,-0.10857126149901933,-0.053908763733020094,-0.030119655079485927
2002-08,-0.10525106545312352,0.08205722798471217,-0.05306845559991703,-0.2661747107479857,0.035323222341007016,-0.1495712059189897,-0.1063685640974021,-0.1300387145985146,0.06757018497615694,0.253555590953921,0.07539862488499563,0.10379717510931709,-0.2274112970119355,0.01984591089720835,-0.01697937511998905,0.1276500872276998,-0.04586355398041609,0.014167724373838637
2002-09,-0.15239177733182732,0.0038300356657639096,0.0027999041367192746,-0.19393384993443172,-0.012041552981280762,-0.014895109663339338,-0.014750918290638721,-0.03309889359632069,-0.0024254471980015443,-0.07905492729981645,-0.11782010434633912,0.044275445368276475,0.03293793682883923,0.04327042333205912,-9.454526893193442e-05,0.12277565542729703,0.11142871172161554,-0.041393040552247524
2002-10,0.15761907696763952,-0.014810315199387938,-0.031149556941300695,-0.20021862148737854,0.03487757094976323,-0.0056522480002617805,-0.011167198502546157,0.013840575695600151,-0.017367551580210857,0.0052239400767964935,0.0009124880145146284,-0.03666879775161676,0.035994441981020114,-0.004766026983525543,0.0046272954281502115,0.1719429570379853,-0.035653741546496434,0.019966296728624117
