Date,0700.HK,0941.HK,0857.HK,0005.HK,0883.HK,2628.HK,0386.HK,1211.HK,2899.HK,0388.HK,2388.HK,0016.HK,0267.HK,0669.HK,0762.HK,0981.HK,0002.HK,0011.HK,0066.HK,0001.HK,1109.HK,0027.HK,1038.HK,0688.HK,0012.HK,0003.HK,0992.HK,0006.HK,0836.HK,0291.HK,0316.HK,1177.HK,0322.HK,1093.HK,2688.HK,2319.HK,0241.HK,0101.HK,1044.HK,0017.HK
2004-06,-0.06272473983338302,0.019132978375805347,-0.06190558722395179,0.008451219341575274,-0.03783141750937752,0.023222704196512987,-0.06041773174995196,-0.12296780056825464,0.0501793826223436,0.00920328346901759,-0.020297993431275623,-0.008398169477244703,-0.047629410804536906,-0.018183542412471117,-0.009729918700174587,-0.03343511326692541,-0.00473935497274638,0.0076207689990449995,-0.01717107412779912,0.004955652640242999,0.020708374879276122,0.058084075441107844,-0.1044808662749601,0.0436522390152949,0.011778110924115999,-0.000369718026714632,-0.01178466611305079,-0.09245888746512951,0.02368367406467557,-0.06151942514329726,-0.01603733588070527,-0.05253871928509344,-0.08093151551435988,0.054263612785275944,-0.2486330726889159,0.08885089023779068,-0.17534142951517329,-0.01950782089265564,0.2871121712496394,-0.06895267872883515
2004-07,-0.060621771375987385,0.03307816838892404,0.0771126632239697,0.030681935938505246,0.2055816703058724,-0.03351809071323589,0.07878400068778663,-0.09038050287371849,-0.14326546499536155,0.06539126500602901,0.04336011729358983,0.09420976292797248,-0.016095832151445333,-0.028448377761092603,-0.000274098397313936,0.12942571617647752,0.03600912971427828,1.8187934118857488e-05,0.03918982557352633,0.053479837827846564,-0.009992413115127746,-0.07923053131132533,-0.023715399709083252,0.151898978379963,0.06255516360574072,0.09123011598014741,0.02382649654946727,0.009156868007292023,-0.052991039644409356,0.04836364936956977,0.03225651259695346,-0.15354114572660335,-0.006902531562702566,-0.14753340047589297,-0.03671235127102699,0.016327080896820684,0.0005787604498422437,0.03575476592919891,-0.027525771120233557,0.1817636917061797
2004-08,-0.11557316695383688,0.02887788263813016,0.06042015580333602,0.0038424538138149655,0.013353495291674356,0.15735954896813642,-0.00719282051355123,-0.114161777449649,-0.1529290615488773,0.03730820277039112,0.05300344947856603,0.11504387704359947,0.04676547841383916,0.09001652280534159,0.06296473296805295,0.0456270654359357,0.027251127485045105,0.02667428522416948,0.07827823476691306,0.06993375623787142,-0.020644470020357297,0.08630376308657689,0.001401956380213737,-0.01301111073999006,0.08629415349265836,0.018223797292458967,0.09870359748505643,0.038842802629632106,0.03214429395449128,0.10636150131094728,0.0022870716021259996,-0.11163204045788899,-0.2921418667964072,-0.1738901955881276,-0.07855088726953931,0.035057252283917976,0.05833557676374178,0.00414643105575742,-0.07999993797213784,0.15996659048603346
2004-09,-0.007332345804361388,0.043240251792198196,0.019547928929035237,0.00419860045737292,0.043653674558190435,0.09630847468650064,-0.040860401240619966,0.11260305103779306,0.05895005186939478,0.053854522966500645,-0.0066212016862323446,-0.01032661752509108,0.03519601414513003,0.12037873754579075,0.07598083228577654,0.017557040415411604,-0.04592344803343435,-0.033107209950860465,-0.008684899080409933,0.006798314100473296,0.12465739191977818,0.9548444881241176,0.0026913157130330715,0.05322693657944671,0.002585544344989347,0.04238825120437265,0.11815907548439387,-0.036688526427790226,0.07115664157888053,0.02049028404168047,0.18680677662190162,-0.04753466037495653,-0.11463256943278995,0.027046684674490368,-0.10275099964708378,0.15304599582541076,0.7266824079856586,0.03088202406413612,-0.18961142179686963,-0.045195419178280356
2004-10,0.1533688737753738,-0.039242116839510524,-0.03456964247745072,0.008000519242673032,0.041722721717731046,-0.009118903132075709,-0.06192294546527763,-0.1343128484386735,0.12617732479415858,-0.011400442723074106,-0.017152801219219162,-0.01664131244821942,-0.09824365541840585,0.03678349423284297,-0.06353492204979258,0.028273930103739377,-0.02401485608244516,-0.009502236259718097,0.013596792737056725,-0.018341282914114892,-0.01552103397576098,0.8646295235276988,-0.004786118263257675,0.012214115116220647,-0.05460331761949726,0.01717975475926035,0.036852442856116684,0.02368141813100148,-0.00346571113059017,0.04509652930860473,-0.13316343601380737,-0.028766924071712996,-0.17123803546804742,-0.09320885432578756,0.030036213492944722,0.017836202862659453,0.30740929790307314,0.013986775153387778,0.02485673788272944,-0.02971876122823173
2004-11,0.24986456283066097,0.03702530486367128,-0.005658465197325039,0.03525267791659277,0.054307318462494245,0.057910321444644856,-0.0075453329823024235,-0.13277096605690827,0.04212419649147533,0.06420203269430641,-0.017065477650454873,0.05446274260162395,-0.027831915300478672,-0.10679690263477047,-0.0587875051922484,0.04256111262968389,-0.017792247233820283,0.03347477621481801,0.041917060506465716,0.08357047336205985,0.025615985519986728,0.09156492365857127,0.014081560962652603,-0.04064096278617066,0.08702305762744515,0.026053030048611515,-0.09971718516622827,-0.0690585330796397,-0.1004771937876775,-0.050755435096181675,-0.049676190821787126,0.1444688733871139,0.010323508253745775,-0.07712962972795234,0.07469317396799599,-0.18561422377590575,0.07655597202887499,0.0509452613295786,0.10157957766099397,0.21334125718100247
2004-12,-0.30759098342913294,-0.0065805003062498705,-0.07423563110215976,0.00011685819932802454,-0.07397342014441081,-0.08720135454469856,-0.039302237540939935,-0.08751086869132284,-0.1010205283341443,0.014394018882942118,-0.006853088023299452,-0.01276107986446666,-0.02612751065034925,0.1581720305844478,-0.03076214440428546,-0.02386885698971475,-0.05038972390469071,-0.004586959774835083,0.03293644341473616,0.015914586155475058,-0.06476400323013265,0.715202150094957,-0.08988718116689147,-0.033828394103911884,-0.057528629849670374,-0.003115338881983482,-0.23948371847845001,-0.05266918943856534,-0.10159580359649552,0.08961891837890631,-0.06819732823029932,0.11610662702454273,-0.08896844362465017,-0.0048948890834543705,-0.12966722775114475,0.049866610581714904,-0.17047627513013597,-0.05667997405331414,0.013053383645388838,-0.023051920980468734
2005-01,-0.0667668774937321,-0.025714215713927235,-0.04119537774053483,0.012006104645998345,-0.04300361858654817,0.04892063166441018,-0.04877026969106997,0.10200778187529881,-0.044031560296430516,-0.06601901417063188,-0.020050824786812232,-0.06755211321170836,0.02109369978426362,-0.0002101359096097943,0.140344463631256,-0.03773009371299398,-0.06356240845665337,-0.009081624606681268,-0.015887907314254344,-0.04277139460188253,0.19636626936212437,0.3017818045441198,0.05447354767937525,0.017701342150762033,-0.10571987537816213,0.02546078615945773,-0.18004126234565748,-0.0880088295719461,-0.13533799080264813,-0.04945756654891227,-0.027626975502978227,0.21026711109635973,0.012643810002295747,-0.05029860758534839,-0.01105737924961645,-0.015896238894915257,-0.13079474858694742,-0.05101299682374631,-0.0005929319505086118,-0.0694215457499525
2005-02,0.0050995227325761885,0.026339770500276447,-0.008696554486508861,0.01906968185432727,0.005101738447873123,0.03857508729986946,0.06871965764632569,-0.043187361463535606,0.007032894566214242,-0.012138421688752857,0.013744557608243071,-0.016764337157628276,0.013609506373474281,0.061161720880298545,0.08733262392669568,0.0871524604311515,-0.026507815756759614,0.004649487234094404,0.02455707478281591,0.017089561883811066,0.2898083095251274,0.32910964874993315,0.03490749991135122,-0.0052842258439286666,-0.050478203889763894,0.011864785278433793,0.002970001684363352,-0.014230232975988823,0.099472494647693,0.009203876207422279,0.1665519956069117,0.06566764340065433,-0.11429297424415964,0.07512692137696356,-0.0805685034649225,-0.025930766247993692,0.049267308958807376,0.004776445495055686,-0.021164044910982775,0.07984884597234661
2005-03,0.15766402499073612,-0.004562486457065209,-0.05526341680498847,0.007716128649520302,-0.023293094772603672,0.02892904120771044,-0.021784226525117297,-0.17020689943266917,-0.11711216006932969,0.022976263747378947,-0.03040813326672726,-0.007416004422893681,-0.01771857676342388,-0.03846787731921614,-0.0592698032783642,0.04685875244943466,-0.0460116566836707,-0.014108999280063376,-0.020374926175222793,-0.0371655561250024,-0.19455202681535583,-0.019161439071785472,0.06582007375181449,-0.14452424652136064,-0.05975917323879839,-0.06647970541585807,0.030721886749696774,0.01185295622437252,-0.15151731440184318,-0.026724782244600186,0.05082957606646807,0.16458158124781316,-0.1783644894788742,-0.06386678065441152,-0.02825625853949084,-0.10155555805448221,0.2932472347232691,-0.08539362790319245,-0.030794515254129226,-0.0438357631411122
