Date,SAP,DTE,AIR,MRK,HEI,MTX
1995-09-18,0.0,0.004048559779752541,0.02142857084468921,0.02117642632190871,-0.007143825419076329,-0.020689655172413793
1995-09-19,0.0,-0.00409833716628587,0.0,-0.0023148758238064706,-0.0072456872246331495,0.028368794326241134
1995-09-20,0.0,0.008230405308541331,0.006896604522089584,0.009174334134752219,0.0072985703828139905,-0.010273972602739725
1995-09-21,0.0,0.0,0.020833333333333332,0.027272720003994895,-0.00730025731700262,-0.010309278350515464
1995-09-22,0.0,0.008230405308541331,-0.006849367145659377,0.026785705999452444,0.0,-0.006968641114982578
1995-09-25,0.0,0.0,-0.01379305119463299,-0.0021833939160493523,0.0,0.0034965034965034965
1995-09-26,0.0,0.020325159107799595,0.013985960260512338,0.006578980591158599,0.007406800960249772,0.02097902097902098
1995-09-27,0.0,0.007968153387184852,0.013888915379842123,0.0,0.0,0.0
1995-09-28,0.0,0.023809528891461568,-0.013698655907130413,-0.008791229646791056,0.0,-0.003424657534246575
1995-09-29,0.0,-0.0038609127202100927,0.013888915379842123,-0.00665184743519411,0.0,0.027303754266211604
1995-10-02,0.0,0.0,0.006896604522089584,0.004415057014140749,0.0,0.0231023102310231
1995-10-03,0.0,0.011673154736935441,0.0,0.01754390148516268,0.0,0.0032258064516129032
1995-10-04,0.0,0.015444066226275902,-0.013888915379842123,0.021551671253800496,0.0072985703828139905,0.006430868167202572
1995-10-05,0.0,0.0,-0.007042226846244351,0.004219453126217685,0.0072985703828139905,-0.006369426751592357
1995-10-06,0.0,-0.0038023277668434645,-0.007092171526969748,0.006329145952594088,0.029196067696867452,0.0
1995-10-09,0.0,0.0,0.0,-0.016806762212581507,-0.007043206175289555,-0.012861736334405145
1995-10-10,0.0,0.011538464455914917,-0.014184424217711104,0.01918979453850694,0.0,0.006535947712418301
1995-10-11,0.0,-0.0037878571791421806,0.007194299689486378,0.0020876709632391102,0.0,-0.00980392156862745
1995-10-12,0.0,-0.0038023277668434645,0.02127659574468085,0.0,0.0431664709939483,0.003278688524590164
1995-10-13,0.0,-0.0038023277668434645,0.0,-0.0020833216730751446,0.04137863853018128,-0.006493506493506494
1995-10-16,0.0,0.0,-0.006993060158867998,-0.004184076902335185,-0.006579837638070113,-0.006493506493506494
1995-10-17,0.0,0.0,0.007042307438442269,-0.008403381106290754,-0.006579837638070113,0.003246753246753247
1995-10-18,0.0,0.0037878571791421806,0.007042307438442269,0.008456679775628096,0.0,-0.003236245954692557
1995-10-19,0.0,0.011320758035998746,0.007092171526969748,0.014799138895263585,0.006623418657445066,0.03559870550161812
1995-10-20,0.0,0.007462711030430261,-0.014084453692488702,-0.002079056820460664,0.0,-0.009316770186335404
1995-10-23,0.0,0.007434901621021836,0.0,-0.002096424251311296,0.0,0.00625
1995-10-24,0.0,0.0036900820642336006,-0.007142911443903475,0.014705866543538825,0.03947312286403246,0.009287925696594427
1995-10-25,0.0,0.00735289900979422,0.0,-0.004132208195257708,-0.006409648066739607,0.0
1995-10-26,0.0,-0.003662982733838841,0.0,-0.002079056820460664,0.0,-0.012345679012345678
1995-10-27,0.0,-0.007352964925518198,0.028985479603643,-0.027139856060405247,-0.00645248771783768,-0.012461059190031152
1995-10-30,0.0,0.007407431509596439,0.0,0.0021644900274723467,0.006535325151330039,0.0031545741324921135
1995-10-31,0.0,-0.007352964925518198,0.007092171526969748,-0.010752696307240883,0.0,0.0
1995-11-01,0.0,0.007407431509596439,0.007092171526969748,-0.008695672729722607,0.0,0.009375
1995-11-02,0.0,0.00367644950489711,0.0,0.004444419490258474,0.0,0.01238390092879257
1995-11-03,0.0,-0.003662982733838841,0.007042307438442269,0.006637201798402761,-0.006710865631594352,0.03076923076923077
1995-11-06,0.0,-0.007407431509596439,-0.013888915379842123,-0.01312909932249752,0.006756205619687498,0.008902077151335312
1995-11-07,0.0,-0.01115241908237651,0.0,0.022123911651246116,-0.006710865631594352,0.005865102639296188
1995-11-08,0.0,0.00749066109947549,0.0,0.01079914472232695,0.0,-0.03225806451612903
1995-11-09,0.0,0.0,0.007042307438442269,-0.00426436847842431,0.013698913307134014,-0.015105740181268883
1995-11-10,0.0,-0.0037452969746864257,0.0,0.0021505255055681394,0.006802069317646584,-0.0030581039755351682
1995-11-13,0.0,-0.007518821318211797,0.0,0.0064515765167044185,0.006756205619687498,0.0
1995-11-14,0.0,-0.0037878571791421806,0.006992980130256169,0.012820509315973894,0.0,-0.01238390092879257
1995-11-15,0.0,0.0038168406460134183,0.013793130119406078,0.012658224431723297,0.0,-0.047021943573667714
1995-11-16,0.0,-0.007575782271456556,0.0,-0.004158047149402188,0.0,-0.033003300330033
1995-11-17,0.0,0.0,0.0,-0.0041753419264782205,0.0,-0.0034482758620689655
1995-11-20,0.0,-0.0038023277668434645,0.02040816326530612,-0.002100895669042683,0.006756205619687498,-0.027491408934707903
1995-11-21,0.0,0.0,0.0,0.006355896457452165,0.0,0.007042253521126761
1995-11-22,0.0,0.0,-0.013333358764648438,-0.004219385652752806,0.0,0.034722222222222224
1995-11-24,0.0,0.007722033113137951,0.0,-0.0021231981877986045,0.0,0.003367003367003367
1995-11-27,0.0,0.0,0.0,-0.0021276477023146837,0.0,-0.013377926421404682
1995-11-28,0.0,0.0038168406460134183,0.0,0.010615719326074025,0.006802069317646584,0.017006802721088437
1995-11-29,0.0,0.0037878571791421806,-0.00671146042813652,0.014583318341572804,0.0,-0.010067114093959731
1995-11-30,0.0,-0.015094321495699153,0.0,0.010204089624928431,0.0,0.017006802721088437
1995-12-01,0.0,0.0038168406460134183,0.02054794466860145,-0.008048309030767862,0.0,0.0
1995-12-04,0.0,0.007575782271456556,0.0,0.008130100855139776,0.0,0.0033444816053511705
1995-12-05,0.0,0.011278198276045101,0.0,0.02217742390488737,0.0,0.013333333333333334
1995-12-06,0.0,0.014814796615202689,0.00675680848087642,0.005917126542773367,0.0,0.013201320132013201
1995-12-07,0.0,-0.003703682552803125,0.00675680848087642,-0.0019684929070479373,0.0,-0.03257328990228013
1995-12-08,0.0,0.0036900820642336006,0.0,-0.0019646255555767793,0.0,-0.030716723549488054
1995-12-11,0.0,0.007407431509596439,0.00675680848087642,0.0019801868584041317,-0.006803641494481706,0.03169014084507042
1995-12-12,0.0,0.00367644950489711,0.033333358764648435,0.00396823155678812,0.0,0.0034129692832764505
1995-12-13,0.0,0.0,0.05095543954826014,0.021568695203056716,0.0,-0.006779661016949152
1995-12-14,0.0,0.0036900820642336006,0.012121235240589489,0.026871372166785683,0.013889179979581483,-0.006802721088435374
1995-12-15,0.0,0.0,0.005917205041224125,-0.01682245493602051,0.0,-0.02040816326530612
1995-12-18,0.0,0.011029414430415307,-0.040697653142743956,-0.001923066159761672,0.006802069317646584,-0.0035211267605633804
1995-12-19,0.0,0.007299293954229943,0.02439022007476481,-0.01547392442869312,0.0,-0.021352313167259787
1995-12-20,0.0,-0.007246400347980003,0.017857142857142856,-0.003944751028515578,0.0,0.003676470588235294
1995-12-21,0.0,0.0,0.005813997974262636,0.02970292953911621,0.006666029830055256,0.01824817518248175
1995-12-22,0.0,0.0036363427734378184,-0.017241379310344827,0.0019267714687708595,0.0,0.014336917562724014
1995-12-26,0.0,0.0,0.005882330369784852,0.021072800690820296,0.0,0.02127659574468085
1995-12-27,0.0,0.0036231676937775966,-0.011764728057755233,-0.02808990917471458,-0.006579837638070113,-0.006920415224913495
1995-12-28,0.0,-0.018050503428434467,0.01744186085195011,0.02123552540728657,0.0,0.017421602787456445
1995-12-29,0.0,0.010989013875792344,0.005714329435388389,-0.003795045224784545,0.006623418657445066,-0.0034129692832764505
1996-01-02,0.0,0.014545436290394455,0.0,-0.007722026077775199,-0.006579837638070113,0.010344827586206896
1996-01-03,0.0,0.007168482044639675,-0.02890175551702785,-0.013618663000344464,-0.006621888126274223,0.0034129692832764505
1996-01-04,0.0,-0.010714288687219494,-0.012048147087743991,0.007905093870619474,0.013333600393847796,-0.013559322033898305
1996-01-05,0.0,0.021818187033913274,0.00613501627483289,-0.007873971628191749,0.0,-0.010238907849829351
1996-01-08,0.0,0.007168482044639675,0.0180722895719296,0.013888873905942619,0.0,0.006920415224913495
1996-01-09,0.0,0.0035714722506864117,0.011904784611293249,-0.00587087100525632,0.0,0.01730103806228374
1996-01-10,0.0,0.003584208891357118,0.005952358245849609,-0.02777781126906944,0.006666029830055256,-0.0547945205479452
1996-01-11,0.0,0.0,0.029761927468436106,0.0,-0.007299466955604652,0.04693140794223827
1996-01-12,0.0,-0.01413425838081424,0.005813997974262636,0.006072840288269088,0.0,0.003436426116838488
1996-01-15,0.0,0.0035971016550924158,0.0,0.020040031223559622,0.0073531409650992976,0.0
1996-01-16,0.0,0.007117396851181963,-0.011560715436974775,0.01768175566786336,0.007407702391938012,0.0034129692832764505
1996-01-17,0.0,0.00706716086722251,-0.02312143087394955,0.007692326143705266,0.0,-0.07432432432432433
1996-01-18,0.0,-0.00352116966266379,0.005917205041224125,-0.0038167724609375,-0.007407610845014721,0.04
1996-01-19,0.0,0.007117396851181963,-0.029069723729637585,0.0038313960277832886,0.007517508640024146,0.017421602787456445
1996-01-22,0.0,-0.0035460789998372397,-0.024096363115801597,0.01532564538013926,0.007517508640024146,-0.03793103448275862
1996-01-23,0.0,0.010714288687219494,-0.006024073543871996,0.005639126333996167,0.0,-0.0036101083032490976
1996-01-24,0.0,0.00706716086722251,-0.012048147087743991,0.009293687811130122,-0.007407610845014721,-0.10144927536231885
1996-01-25,0.0,0.0035087518430776715,-0.006097607354475641,-0.011090569843993175,0.0,0.0
1996-01-26,0.0,0.0035087518430776715,0.0061728159586588545,0.020676696362426257,0.0,0.0
1996-01-29,0.0,0.0,0.018518518518518517,-0.0018115261873474751,0.0,0.012
1996-01-30,0.0,0.003496546239059423,0.005988000972816308,0.016304430956204936,-0.007461417370474775,0.011811023622047244
1996-01-31,0.0,0.003484300532056283,-0.01197607047312684,0.003577797266012265,0.0,-0.0078125
1996-02-01,0.0,-0.0034964835499773973,0.0,0.005386023830293108,0.0,0.027559055118110236
1996-02-02,0.0,-0.00352116966266379,0.0,-0.0035906442741471317,0.0,0.026923076923076925
1996-02-05,0.0,0.0035460789998372397,-0.03030305342240767,0.009124094833251354,0.0,-0.007434944237918215
1996-02-06,0.0,0.014184379577636718,-0.006249976307153137,-0.009191183387201764,0.0,0.011320754716981131
1996-02-07,0.0,0.01754388503347327,0.025316430941317813,0.02411866178429394,0.0,-0.018518518518518517
1996-02-08,0.0,-0.010380625628021771,0.006211156283286046,0.012658214670643514,0.0,-0.003787878787878788
1996-02-09,0.01904761904761905,0.006993029789036821,0.0,0.010830263636749903,0.0,-0.007633587786259542
1996-02-12,0.0,0.01034482993127043,0.006211156283286046,0.003552377890205426,0.0,0.0
1996-02-13,0.0,0.010273975336343659,0.0,0.0035650422675342626,0.0,0.022988505747126436
1996-02-14,0.0,-0.016949116488497222,-0.006211227364599871,0.005338105429545568,0.023438342579449704,-0.011152416356877323
1996-02-15,0.0,-0.006872874464792406,0.0,-0.01590113973820298,0.03759367614907303,-0.015384615384615385
1996-02-16,0.0,-0.0034722023356109073,0.006250047832728573,-0.007220291217835153,0.014387447846212856,0.01171875
1996-02-20,0.0,-0.00709222157796224,0.006250047832728573,0.007575714899489486,-0.007141642697877793,0.0038910505836575876
1996-02-21,0.0,0.007117396851181963,0.012500024139881709,0.0018761620254653278,0.00714305513648306,0.042801556420233464
1996-02-22,0.0,0.0035336121104266455,-0.018404908406191127,0.005607445125188465,-0.007042532397763957,0.022222222222222223
1996-02-23,0.0,-0.017482480438969012,-0.0062892841842939265,-0.00920811050675,0.0,-0.007220216606498195
1996-02-26,0.0,0.014285760937905905,-0.012499952614306274,-0.016791069934936058,0.0,0.010948905109489052
1996-02-27,0.0,0.010600709624018375,0.0,-0.013257561646874211,-0.007042532397763957,0.021739130434782608
1996-02-28,0.0,0.003484300532056283,0.019108280719059276,-0.001893989297639982,-0.007042532397763957,0.02491103202846975
1996-02-29,0.0,-0.006968663534763074,-0.006329162058548696,0.009523817066149458,0.0,0.006968641114982578
1996-03-01,0.0,-0.003484363002706791,0.012738878110141587,0.005597043201211322,-0.006993196161848811,0.003484320557491289
1996-03-04,0.0,0.0,0.018750000447034846,0.009224980984621885,0.0,-0.02857142857142857
1996-03-05,0.0,0.0,0.006060582941228693,0.009157516238108074,0.007042445363736524,0.029411764705882353
1996-03-06,0.0,-0.0070670975135917295,-0.023809501102992466,-0.025735325242407937,0.0,0.007142857142857143
1996-03-07,0.0,0.014285760937905905,0.024242401123046875,0.003745297266425309,0.013887887595102883,0.014084507042253521
1996-03-08,0.0,-0.00709222157796224,-0.04166664396013532,-0.08097931261281935,-0.013793555478504681,-0.024305555555555556
1996-03-11,0.0,0.0108695680417576,0.03773584905660377,0.013671860603615738,0.028168475944534605,0.017857142857142856
1996-03-12,0.0,-0.01444041568792997,-0.012195144927905363,-0.019417429302544094,0.027585747224719556,0.01048951048951049
1996-03-13,0.0,-0.010989013875792344,0.0,-0.0256917446986134,0.04666684902802768,-0.003472222222222222
1996-03-14,0.0,0.0,0.018518518518518517,0.0,0.006329289672633926,0.003472222222222222
1996-03-15,0.0,-0.007434968271865593,-0.006060582941228693,0.002016117722137104,0.0,0.0
1996-03-18,0.0,0.014869869892887428,-0.006097607354475641,-0.00396829501397232,-0.012346087771023568,0.0
1996-03-19,0.0,-0.007434968271865593,0.0,-0.01584162153028729,0.031055669855552134,-0.01384083044982699
1996-03-20,0.0,0.007462711030430261,-0.012269892131358238,0.008000018933593492,0.0,-0.007017543859649123
1996-03-21,0.0,0.007407431509596439,-0.006211227364599871,0.0314960753853394,0.07228912702558309,0.0
1996-03-22,0.0,-0.007326031141953502,-0.012499952614306274,-0.03422052330296462,0.027777567982831663,0.0176678445229682
1996-03-25,0.0,0.003662982733838841,-0.006329162058548696,0.016260201710279552,0.03225800878779277,0.0
1996-03-26,0.0,0.003662982733838841,0.03821656143811855,0.028056082168800397,-0.03626957537562994,-0.01048951048951049
1996-03-27,0.0,-0.007299228519639898,0.0,-0.03256705004317627,-0.01075304611943361,-0.0176678445229682
1996-03-28,0.0,0.0,0.0,0.0019880603202438547,0.005434999078124963,-0.017921146953405017
1996-03-29,0.0,-0.01824813673368979,-0.006097607354475641,-0.017751505791720124,0.0,0.010948905109489052
1996-04-01,0.0,0.007407431509596439,-0.006060582941228693,0.013999985160156454,-0.01075304611943361,0.0
1996-04-02,0.0,-0.010989013875792344,-0.006097607354475641,-0.00587087100525632,0.0,-0.007220216606498195
1996-04-03,0.0,0.007434901621021836,-0.012269892131358238,-0.0019646255555767793,0.0,0.0
1996-04-04,0.0,-0.003703682552803125,-0.018518518518518517,0.001960836080738435,0.010929331159348693,0.0
1996-04-08,0.0,-0.026217213123010258,-0.018750000447034846,-0.006024062727164309,0.0,0.0
1996-04-09,0.0,-0.0038462007906309263,-0.0063694026089176885,-0.02395208892773026,-0.016303788217933275,0.0
1996-04-10,0.0,-0.023165960890935342,0.0,-0.034907599693546655,0.0,-0.003676470588235294
